names,references,prices,descriptions,disponibilities,Système d'exploitation,Processeur,Réf processeur,Mémoire,Disque Dur,Carte Graphique,Réf Carte graphique,Taille Ecran,Type Ecran,Ecran Tactile,Lecteurs/Graveurs,Réseau,Caméra,Garantie,Taux de Rafraîchissement
PC PORTABLE ASUS TUF507VI,TUF507VI-LP089W-16,5,"Écran 15.6"" Full HD IPS - Processeur : Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Mémoire : 16 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6 - WiFi - Bluetooth - 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C - support DisplayPort™ - 1x Thunderbolt™ 4 support DisplayPort™ - 1x HDMI 2.1 - 1x RJ45 - 1x prise audio combinée 3,5 mm - Clavier Chiclet Rétroéclairé 1 zone RVB - Windows 11 - Garantie: 1 an",En stock,,Intel Core I7,,16 Go,,Nvidia GeForce,,,,,,,,1 An,
PC PORTABLE GAMER ASUS TUF GAMING A15 TUF507UI,TUF507UI-LP063W-16,5,"Écran 15.6"", Full HD (1920 x 1080), IPS, anti-reflets - Taux de rafraîchissement: 144 Hz G-Sync - Processeur AMD Ryzen 9 8940HS, (jusqu’à 5.2 GHz, 24 Mo de mémoire cache) - Mémoire 16 Go DDR5 - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - Clavier chiclet rétroéclairé RGB - Caméra 720P HD - 2x haut-parleurs 2 W Dolby Atmos - Wi-Fi 6 - Bluetooth 5.2 - 1x jack audio 3.5mm - 1x HDMI 2.1 - 2x USB 3.2 - 1x USB 3.2 Type-C - 1x port LAN RJ45 - 1x Type C USB 4 DisplayPort - Windows 11 - Couleur Noir - Garantie 1 an",En stock,,AMD Ryzen 9,,16 Go,512 Go SSD,Nvidia GeForce,,"14"" - 15.6""",Full HD,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,1 An,
PC PORTABLE ASUS TUF507VI,TUF507VI-LP089W-24,5,"Écran 15.6"" Full HD IPS - Processeur : Intel Core i7-13620H (Up to 4.90 GHz Turbo max, 24 Mo de mémoire cache, 10-Cores) - Mémoire : 24 Go DDR5 - Disque Dur : 512 Go SSD - Carte Graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6 - WiFi - Bluetooth - 2x USB 3.2 Gen 1 Type-A, 1x USB 3.2 Gen 2 Type-C - support DisplayPort™ - 1x Thunderbolt™ 4 support DisplayPort™ - 1x HDMI 2.1 - 1x RJ45 - 1x prise audio combinée 3,5 mm - Clavier Chiclet Rétroéclairé 1 zone RVB - Windows 11 - Garantie: 1 an",En stock,,Intel Core I7,,24 Go,,Nvidia GeForce,,,,,,,,1 An,
PC PORTABLE GAMER ASUS TUF GAMING A15 TUF507UI,TUF507UI-LP063W-24,5,"Écran 15.6"", Full HD (1920 x 1080), IPS, anti-reflets - Taux de rafraîchissement: 144 Hz G-Sync - Processeur AMD Ryzen 9 8940HS, (jusqu’à 5.2 GHz, 24 Mo de mémoire cache) - Mémoire 24 Go DDR5 - Disque SSD NVMe M.2 512 Go - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - Clavier chiclet rétroéclairé RGB - Caméra 720P HD - 2x haut-parleurs 2 W Dolby Atmos - Wi-Fi 6 - Bluetooth 5.2 - 1x jack audio 3.5mm - 1x HDMI 2.1 - 2x USB 3.2 - 1x USB 3.2 Type-C - 1x port LAN RJ45 - 1x Type C USB 4 DisplayPort - Windows 11 - Couleur Noir - Garantie 1 an",En stock,,AMD Ryzen 9,,24 Go,512 Go SSD,Nvidia GeForce,,"14"" - 15.6""",Full HD,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,1 An,
PC PORTABLE GAMER HP OMEN GAMING 16-WF1005NK,AB1S3EA,5,"Écran 16.1"" Full HD (1920 x 1080), 165 Hz, 7 ms, IPS, micro-bords, antireflet, lumière bleue réduite - Processeur Intel Core i9-14900HX 14ème génération, (jusqu’à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 16 Go DDR5-5600 MT/s - Disque SSD NVMe M.2 1 To - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - Clavier noir ombré rétroéclairé RGB, de grande taille, 4 zones, technologie anti-ghosting avec rollover sur 26 touches - Caméra HP True Vision FHD 1080p - Microphones numériques à double entrée intégrés - Deux haut-parleurs, HP Audio Boost, HyperX - 2x USB - 2x Thunderbolt 4 USB Type-C - 1x HDMI 2.1 - 1x port RJ-45 - 1x prise combinée casque/microphone - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Noir - Garantie 1 an",En stock,,Intel Core I9,,16 Go,1 To SSD,Nvidia GeForce,,"16""",Full HD,Non,,,,1 An,
PC PORTABLE LENOVO THINKPAD L13 GEN 5 2-EN-1,21LNS0DK00-3Y,5,"Écran Tactile 13.3"" WUXGA, IPS - Processeur Intel Core Ultra 7 165U, (jusqu’à 4.9 GHz, 12 Mo de mémoire cache) - Mémoire 32 Go LPDDR5 - Disque SSD M.2 NVMe 1 To - Carte graphique Intel Graphics - Clavier Rétroéclairé Noir - Lecteur d'empreintes digitales - Wi-Fi 6 - Bluetooth - 2x USB-A - 1x Thunderbolt 4 - 1x USB-C - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - Windows 11 Pro - Avec Stylet intégré Lenovo - Couleur Noir - Garantie 3 ans",Sur commande,,Intel Core Ultra 7,,32 Go,1 To SSD,Graphique Intégrée,,"13.3""",WUXGA,Non,,,,3 Ans,
PC PORTABLE GIGABYTE AORUS 16X ASG,GB-16X-ASGI7-2Y,5,"Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core i7 14650HX (up to 5,2 GHz Turbo max, 30 Mo de mémoire cache, 16-Cores) - Mémoire :16 Go DDR5-5 600 MHz - Disque dur : 1To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans",En stock,,Intel Core I7,,16 Go,1 To SSD,Nvidia GeForce,,"16""",,,,,,2 Ans,
PC PORTABLE GAMER HP OMEN GAMING 16-WF1007NK,AB1S4EA,6,"Écran 16.1"" Full HD (1920 x 1080), 165 Hz, 7 ms, IPS, micro-bords, antireflet, lumière bleue réduite - Processeur Intel Core i9-14900HX 14ème génération, (jusqu’à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 32 Go (2 x 16 Go) DDR5-5600 MT/s - Disque SSD NVMe M.2 1 To - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - Clavier noir ombré rétroéclairé RGB, de grande taille, 4 zones, technologie anti-ghosting avec rollover sur 26 touches - Caméra HP True Vision FHD 1080p - Microphones numériques à double entrée intégrés - Deux haut-parleurs, HP Audio Boost, HyperX - 2x USB - 2x Thunderbolt 4 USB Type-C - 1x HDMI 2.1 - 1x port RJ-45 - 1x prise combinée casque/microphone - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Noir - Garantie 1 an",Sur commande,,Intel Core I9,,32 Go,1 To SSD,Nvidia GeForce,,"16""",Full HD,Non,,,,1 An,
PC PORTABLE GIGABYTE AORUS 16X ASG,GB-16X-ASGI7-2Y-24,5,"Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core i7 14650HX (up to 5,2 GHz Turbo max, 30 Mo de mémoire cache, 16-Cores) - Mémoire : 24 Go DDR5-5 600 MHz - Disque dur : 1To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans",En stock,,Intel Core I7,,24 Go,1 To SSD,Nvidia GeForce,,"16""",,,,,,2 Ans,
PC PORTABLE GIGABYTE AORUS 16X ASG,GB-16X-ASGI7-2Y-32,5,"Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core i7 14650HX (up to 5,2 GHz Turbo max, 30 Mo de mémoire cache, 16-Cores) - Mémoire : 32 Go DDR5-5 600 MHz - Disque dur : 1To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans",En stock,,Intel Core I7,,32 Go,1 To SSD,Nvidia GeForce,,"16""",,,,,,2 Ans,
PC PORTABLE GAMER ASUS ROG STRIX G16,G614JVR-N4084W-2Y,6,"Écran ROG Nebula 16"" QHD+ (2560 x 1600 px, WQXGA), IPS, Anti-glare, 240Hz - Processeur Intel Core i9-14900HX 14e génération, (jusqu’à 5.8, 36 Mo de mémoire cache) - Mémoire 16 Go DDR5-5600 - Disque SSD NVMe M.2 1 To - Carte graphique NVIDIA GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - 1x prise audio combinée 3.5 mm - 1x HDMI 2.1 - 2x USB 3.2 - 1x USB-C 3.2 - 1x port LAN RJ45 - 1x Thunderbolt 4 - Clavier Chiclet rétroéclairé par touche RVB - Caméra HD 720P - Système audio Dolby Atmos ( 2 haut-parleurs ) - Wi-Fi 6E - Bluetooth 5.3 - Windows 11 - Couleur Noir - Garantie 2 ans",Sur commande,,Intel Core I9,,16 Go,1 To SSD,Nvidia GeForce,,"16""",QHD,Non,,,,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 5 16IRX8,82WK00JYFG-2Y,6,"Écran 16"" WQXGA (2560 x 1600) IPS antireflet, 240 Hz - Processeur Intel Core i7-13700HX, up to 5.0 GHz, 30 Mo de mémoire cache - Mémoire 16 Go DDR5 - Disque SSD SSD 1 To M.2 2280 PCIe NVMe - Carte Graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p avec obturateur électronique - DisplayHDR, G-SYNC - Clavier Rétroéclairage RVB 4 zones - Wi-Fi 6E - Bluetooth 5.1 - 1x Ethernet (RJ-45) - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 4x USB 3.2 - 2x USB-C 3.2 - Couleur Gris onyx - Windows 11 - Garantie 2 ans -
+ Souris de jeu RVB Lenovo Légion M300",En stock,,Intel Core I7,,16 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,,,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 5 16IRX8,82WK00JYFG-2Y-24,6,"Écran 16"" WQXGA (2560 x 1600) IPS antireflet, 240 Hz - Processeur Intel Core i7-13700HX, up to 5.0 GHz, 30 Mo de mémoire cache - Mémoire 24 Go DDR5 - Disque SSD SSD 1 To M.2 2280 PCIe NVMe - Carte Graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p avec obturateur électronique - DisplayHDR, G-SYNC - Clavier Rétroéclairage RVB 4 zones - Wi-Fi 6E - Bluetooth 5.1 - 1x Ethernet (RJ-45) - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 4x USB 3.2 - 2x USB-C 3.2 - Couleur Gris onyx - Windows 11 - Garantie 2 ans -
+ Souris de jeu RVB Lenovo Légion M300",En stock,,Intel Core I7,,24 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,,,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 5 16ARX8,BU-82WM00CDFG-2Y,6,"Écran 16"" WQXGA (2560 x 1 600) IPS antireflet, 240 Hz, DisplayHDR - Processeur AMD Ryzen 9 7945HX, Jusqu'à 5.4 GHz, 80 Mo de mémoire cache - Mémoire 16 Go (2x 8 Go) DDR5-5200- Disque SSD 1 To M.2 - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p - Clavier Rétroéclairage RVB 4 zones - Ethernet (RJ-45) - Wi-Fi 6E - Bluetooth 5.1 - 1x (RJ-45) - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 1x USB 3.2 - 2x USB-C 3.2 - 3x USB 3.2 - Couleur Noir - Windows 11 - Garantie 2 ans + Casque Gaming Gratuit",En stock,,AMD Ryzen 9,,16 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 5 16IRX8,82WK00JYFG-2Y-32,6,"Écran 16"" WQXGA (2560 x 1600) IPS antireflet, 240 Hz - Processeur Intel Core i7-13700HX, up to 5.0 GHz, 30 Mo de mémoire cache - Mémoire 32 Go DDR5 - Disque SSD SSD 1 To M.2 2280 PCIe NVMe - Carte Graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p avec obturateur électronique - DisplayHDR, G-SYNC - Clavier Rétroéclairage RVB 4 zones - Wi-Fi 6E - Bluetooth 5.1 - 1x Ethernet (RJ-45) - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 4x USB 3.2 - 2x USB-C 3.2 - Couleur Gris onyx - Windows 11 - Garantie 2 ans -
Avec Souris de jeu RVB Lenovo Legion™ M300 ",En stock,,Intel Core I7,,32 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,,,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 5 16ARX8,BU-82WM00CDFG-2Y-24,6,"Écran 16"" WQXGA (2560 x 1 600) IPS antireflet, 240 Hz, DisplayHDR - Processeur AMD Ryzen 9 7945HX, Jusqu'à 5.4 GHz, 80 Mo de mémoire cache - Mémoire 24 Go DDR5-5200- Disque SSD 1 To M.2 - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p - Clavier Rétroéclairage RVB 4 zones - Ethernet (RJ-45) - Wi-Fi 6E - Bluetooth 5.1 - 1x (RJ-45) - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 1x USB 3.2 - 2x USB-C 3.2 - 3x USB 3.2 - Couleur Noir - Windows 11 - Garantie 2 ans + Casque Gaming Gratuit",En stock,,AMD Ryzen 9,,24 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 5 16ARX8,BU-82WM00CDFG-2Y-32,6,"Écran 16"" WQXGA (2560 x 1 600) IPS antireflet, 240 Hz, DisplayHDR - Processeur AMD Ryzen 9 7945HX, Jusqu'à 5.4 GHz, 80 Mo de mémoire cache - Mémoire 32 Go DDR5-5200- Disque SSD 1 To M.2 - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p - Clavier Rétroéclairage RVB 4 zones - Ethernet (RJ-45) - Wi-Fi 6E - Bluetooth 5.1 - 1x (RJ-45) - 1x HDMI 2.1 - 1x prise combo casque/microphone (3.5 mm) - 1x USB 3.2 - 2x USB-C 3.2 - 3x USB 3.2 - Couleur Noir - Windows 11 - Garantie 2 ans + Casque Gaming Gratuit",En stock,,AMD Ryzen 9,,32 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,2 Ans,
PC PORTABLE GIGABYTE AORUS 16X ASG,GB-16X-ASGI9-2Y,6,"Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core Up to 5.8 GHz Turbo max, 36 Mo de mémoire cache, 24-Cores) - Mémoire : 32 Go DDR5-5 600 MHz - Disque dur : 2To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans",En stock,,Intel Core I9,,32 Go,2 To SSD,Nvidia GeForce,,"16""",,,,,,2 Ans,
PC PORTABLE GAMER LENOVO LÉGION PRO 5 16IRX9,83DF00D6FG-2Y,6,"Écran 16"" WQXGA (2560 x 1600), IPS, antireflet, 240 Hz, DisplayHDR, Dolby Vision, G-SYNC, faible lumière bleue, performances de jeu élevées - Processeur Intel Core i9-14900HX, (jusqu’à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 32 Go ( 2x 16 Go) DDR5 - Disque SSD M.2 NVMe 1 To - Carte graphique NVIDIA GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - 2x Haut-parleurs stéréo 2W - Caméra FHD 1080p avec obturateur de confidentialité - Clavier Rétroéclairage RVB 4 zones, français / arabe - Wi-Fi 6E - Bluetooth 5.2 - 4x USB-A 3.2 - 2x USB-C 3.2 - 1x HDMI 2.1 - 1x prise combinée casque/microphone (3.5 mm) - 1x Ethernet (RJ-45) - FreeDOS - Couleur Noir - Garantie 2 ans Avec Souris de jeu Lenovo Legion M300s RGB + tapis de souris Lenovo Legion Gaming Speed M",Sur commande,,Intel Core I9,,32 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,,,2 Ans,
PC PORTABLE GAMER ASUS ROG STRIX G16 G614,G614JVR-N4165W-2Y,7,"Écran ROG Nebula Display 16"" QHD+ (2560 x 1600, WQXGA), anti-reflet, 240Hz, G-Sync, HDR - Processeur Intel Core i9-14900HX 14e génération, (jusqu’à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 32 Go (2 x 16 Go) DDR5-5600 - Disque SSD M.2 NVMe 2 To - Carte graphique NVIDIA GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - 1x 3.5mm Combo Audio Jack - 1x HDMI 2.1 - 2x USB 3.2 - 1x USB 3.2 Type-C - 1x Port LAN RJ45 - 1x Thunderbolt 4 - Clavier chiclet avec rétroéclairage RGB individuel des touches (Pavé tactile, Prise en charge du pavé numérique) - Caméra HD 720P - 2x Haut-parleur 1W avec technologie Smart Amp - Wi-Fi 6E - Bluetooth 5.3 - Éclairage RGB (Barre lumineuse Aura Sync) - Windows 11 - Couleur Noir - Garantie 2 ans",Sur commande,,Intel Core I9,,32 Go,2 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,2 Ans,
PC PORTABLE GIGABYTE AORUS 16X ASG,GB-16X-ASGI9-2Y-64,7,"Écran 16"" QHD + fréquence d'affichage de 165 Hz - Processeur : Intel Core Up to 5.8 GHz Turbo max, 36 Mo de mémoire cache, 24-Cores) - Mémoire : 64 Go DDR5-5 600 MHz - Disque dur : 2To SSD - Carte graphique : NVIDIA GeForce RTX 4070 (8 Go de mémoire dédiée GDDR6) - Wi-Fi 7 - Bluetooth 5.4 - 2x USB 3.1 Gen 2 Type A - 1 X DisplayPort USB Type C - 1x Thunderbolt™ 4 (Type C) - 1x HDMI 2.1 - 1x RJ-45 - 1x Prise audio prise en charge combo micro/casque - Clavier rétroéclairé RVB - WINDOWS 11 - Garantie: 2 ans",En stock,,Intel Core I9,,64 Go,2 To SSD,Nvidia GeForce,,"16""",,,,,,2 Ans,
PC PORTABLE MSI GAMING RAIDER GE68HX 13VF,GE68HX-13VF-063XFR,8,"Ecran 16"" QHD+ 240Hz dalle IPS - Processeur Intel Core i7-13700HX, up to 5.0 Ghz, 30 Mo de mémoire cache - Mémoire 16 Go DDR5 - Disque SSD 512 Go M.2 NVMe - Carte graphique Nvidia GeForce RTX 4060, 8 Go de mémoire GDDR6 dédiée - WEBCAM HD (30 ips - 1080p) avec infrarouge - Clavier avec rétroéclairage LED RGB touche par touche - Wi-Fi 6E - Bluetooth 5.3 - Haut-parleurs 4x 2W - 1x Jack 3.5 mm - 1x Thunderbolt 4 - 2x USB-C 3.2 - 2x USB 3.2 - 1x RJ45 - 1x Lecteur de carte SD Express - 1x HDMI 2.1 -  Windows 11 Pro - Garantie 1 an ",Sur commande,,Intel Core I7,,16 Go,512 Go SSD,Nvidia GeForce,,"16""",QHD,Non,Lecteur De Cartes,WiFi - Bluetooth,Webcam HD,1 An,
PC PORTABLE MSI GAMING VECTOR GP68 HX,GP68-HX-13VG,8,"Ecran 16"" QHD+ 240Hz - Processeur Intel Core i7-13700HX, up to 5.0 Ghz, 30 Mo de mémoire cache - Mémoire 16 Go - Disque SSD 512 Go NVMe - Carte graphique Nvidia GeForce RTX 4070, 8 Go de mémoire dédiée - Clavier rétroéclairé RGB - Wifi 6 - Bluetooth - 1x Thunderbolt 4 - USB 3.2 Type-C - USB Type-A 3.2 - HDMI - RJ45 - Webcam HD - Lecteur de carte SD - Garantie 1 an",En stock,,Intel Core I7,,16 Go,512 Go SSD,Nvidia GeForce,,"16""",QHD,Non,Lecteur De Cartes,WiFi - Bluetooth,Webcam HD,1 An,
PC PORTABLE GAMER ASUS ROG STRIX G16 G614,G614JIR-N4063W,8,"Écran ROG Nebula Display 16"" QHD+ (2560 x 1600, WQXGA), anti-reflet, 240Hz, G-Sync, HDR - Processeur Intel Core i9-14900HX 14e génération, (jusqu’à 5.8 GHz, 36 Mo de mémoire cache) - Mémoire 32 Go (2 x 16 Go) DDR5-5600 - Disque SSD M.2 NVMe 1 To - Carte graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - 1x 3.5mm Combo Audio Jack - 1x HDMI 2.1 - 2x USB 3.2 - 1x USB 3.2 Type-C - 1x Port LAN RJ45 - 1x Thunderbolt 4 - Clavier chiclet avec rétroéclairage RGB individuel des touches (Pavé tactile, Prise en charge du pavé numérique) - Caméra HD 720P - 2x Haut-parleur 1W avec technologie Smart Amp - Wi-Fi 6E - Bluetooth 5.3 - Éclairage RGB (Barre lumineuse Aura Sync) - Windows 11 - Couleur Noir - Garantie 1 an",En stock,,Intel Core I9,,32 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,1 An,
PC PORTABLE GAMER LENOVO LEGION SLIM 7,82Y30027FG-2Y,8,"Ecran : 16"" WQXGA (2560 x 1600) IPS - Processeur Intel Core i9-13900H, (Up to 5.4 GHz Turbo max ,24 Mo de mémoire cache, 14 Cores) - Mémoire 32 Go DDR5 - Disque Dur 1 To SSD - Carte Graphique NVIDIA GeForce RTX 4070, 8 Go de mémoire GDDR6 dédiée - Wi-Fi 6E - Bluetooth 5.1 - 3x USB 3.2 Gen 2, 1x USB-C 3.2 Gen 2, 1x Thunderbolt 4 / USB4, 1x HDMI 2.1, 1x prise combinée casque/microphone (3,5 mm), 1x lecteur de carte, 1x connecteur d'alimentation - Haut-parleurs stéréo, 2W x2 - Caméra FHD 1080p - Microphone -  Windows 11 - Couleur Gris - Garantie 2 ans",Sur commande,,Intel Core I9,,32 Go,1 To SSD,,,,,,,,,2 Ans,
PC PORTABLE LENOVO LÉGION PRO 7,82WQ00A6FG-2Y,11,"Écran 16"" WQXGA (2560 x 1600 px) IPS antireflet - Display HDR - Taux de rafraîchissement 240 Hz - Processeur Intel Core i9-13900HX, up to 5.4 GHz, 36 Mo de cache - Mémoire 32 Go (2 x 16 Go) DDR5-5600 MHz - Disque SSD 1 To M.2 2280 PCIe NVMe - Carte Graphique NVIDIA GeForce RTX 4080, 12 Go de mémoire GDDR6 dédiée - Caméra FHD 1080p avec obturateur électronique - 2x Haut-parleurs stéréo 2W - Système de refroidissement Legion Coldfront 5.0 - G-SYNC, faible lumière bleue - Clavier Rétroéclairage RVB - Wi-Fi 6E - Bluetooth 5.1 - Ethernet (RJ-45) - 4x USB 3.2 - 1x USB-C 3.2 - 1x Thunderbolt 4 - 1x HDMI 2.1 - 1x prise casque/microphone (3.5 mm) - Couleur Gris - Windows 11 - Garantie 2 ans",Sur commande,,Intel Core I9,,32 Go,1 To SSD,Nvidia GeForce,,"16""",WQXGA,Non,,"WiFi, Ethernet, Bluetooth",Webcam FHD,2 Ans,
PC PORTABLE LENOVO V15,82C7007YFE,"599,000","Ecran 15.6"" LED HD - Processeur AMD 3020e, up to 2.6 GHz, 4 Mo de cache - Mémoire 4 Go - Disque 1 To - Carte graphique AMD Radeon Graphics - Wifi - Bluetooth - Lecteur de cartes - HDMI - 2x USB 3.1 - 1x USB 2.0 - Webcam HD - Couleur Gris - Garantie 1 an",En stock,,AMD Dual Core,,4 Go,1 To,AMD Radeon,,"14"" - 15.6""",HD,Non,Lecteur De Cartes,WiFi - Bluetooth,Webcam HD,1 An,
PC PORTABLE LENOVO V15 G4 AMN,82YU0044FE,"725,000","Écran 15,6"" FHD (1 920 x 1 080 px) - Processeur AMD Athlon Silver 7120U, up to 3.5 Ghz, 3 Mo de cache - Mémoire 8 Go LPDDR5-4800 MHz - Disque SSD 256 Go M.2 PCIe 4.0 NVMe - Carte Graphique AMD Radeon 610M - 2x Haut-parleurs 1.5W - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi  - Bluetooth 5.1 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x Ethernet (RJ-45) - 1x Jack (3.5 mm) - Couleur Noir - Garantie 1 an",En stock,,AMD Dual Core,,8 Go,256 Go SSD,AMD Radeon,,"14"" - 15.6""",Full HD,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,1 An,
PC PORTABLE LENOVO V15 G4 AMN,82YU0044FESAC,"729,000","Écran 15,6"" FHD (1 920 x 1 080 px) - Processeur AMD Athlon Silver 7120U, up to 3.5 Ghz, 3 Mo de cache - Mémoire 8 Go LPDDR5-4800 MHz - Disque SSD 256 Go M.2 PCIe 4.0 NVMe - Carte Graphique AMD Radeon 610M - 2x Haut-parleurs 1.5W - Caméra HD 720p avec obturateur de confidentialité - Wi-Fi  - Bluetooth 5.1 - 2x USB 3.2 - 1x USB-C 3.2 - 1x HDMI 1.4b - 1x Ethernet (RJ-45) - 1x Jack (3.5 mm) - Couleur Noir - Garantie 1 an Avec SACOCHE Offert",En stock,,AMD Dual Core,,8 Go,256 Go SSD,AMD Radeon,,"14"" - 15.6""",Full HD,Non,,"WiFi, Ethernet, Bluetooth",Webcam Avec Micro,1 An,
